NIVEL1;NIVEL2;NIVEL3;CATEGORIA;VALOR
BC;Lagoa Azul;Vara 4;Crediluz;15
VN;Porto Nobre;Vara 1;Crediluz;33
SA;Porto Nobre;Vara 3;Banco Aurora;8
VN;Porto Nobre;Vara 6;Banco Aurora;14
VN;Porto Nobre;Vara 2;Banco Meridiano;14
LS;Cruzeiro Novo;Vara 3;Banco Vantis;5
CV;Porto Nobre;Vara 6;Banco Meridiano;19
BC;Lagoa Azul;Vara 1;Banco Meridiano;12
LS;Porto Nobre;Vara 2;Banco Meridiano;15
SA;Porto Nobre;Vara 2;Banco Meridiano;16
LS;Porto Nobre;Vara 1;Banco Aurora;15
CV;Porto Nobre;Vara 5;Banco Aurora;17
VN;Pedra Fria;Vara 3;Banco Aurora;8
CV;Porto Nobre;Vara 2;Banco Aurora;17
SD;Alto Rubro;Vara 6;Crediluz;22
VN;Porto Nobre;Vara 3;Banco Aurora;11
LS;Porto Nobre;Vara 2;Banco Vantis;5
SA;Lagoa Azul;Vara 6;Norvel Crédito;15
SD;Vila Aurora;Vara 2;Banco Aurora;13
CV;Porto Nobre;Vara 6;Banco Vantis;8
VN;Lagoa Azul;Vara 5;Norvel Crédito;15
SA;Porto Nobre;Vara 1;Banco Meridiano;9
VN;Porto Nobre;Vara 2;Banco Solaris;20
CV;Porto Nobre;Vara 1;Banco Meridiano;48
LS;Cruzeiro Novo;Vara 6;Banco Aurora;15
MR;Cruzeiro Novo;Vara 6;Banco Aurora;110
IL;Lagoa Azul;Vara 2;Banco Aurora;21
LS;Porto Nobre;Vara 4;Banco Meridiano;14
MR;Cruzeiro Novo;Vara 2;Banco Aurora;48
BC;Serra Nova;Vara 5;Banco Aurora;7
CV;Porto Nobre;Vara 6;Banco Aurora;18
CV;Porto Nobre;Vara 1;Banco Vantis;24
MR;Porto Nobre;Vara 4;Banco Solaris;40
SA;Porto Nobre;Vara 1;Banco Aurora;7
SA;Porto Nobre;Vara 2;Norvel Crédito;12
SA;Cruzeiro Novo;Vara 5;Norvel Crédito;18
CV;Monte Claro do Vale;Vara 6;Banco Aurora;170
VN;Lagoa Azul;Vara 3;Banco Aurora;12
LS;Porto Nobre;Vara 3;Banco Vantis;6
LS;Porto Nobre;Vara 5;Banco Aurora;13
CV;Serra Nova;Vara 2;Banco Aurora;18
SA;Porto Nobre;Vara 1;Banco Solaris;41
SA;Porto Nobre;Vara 3;Banco Vantis;10
TB;Santa Elis;Vara 5;Banco Aurora;16
VN;Barra Limpa;Vara 5;Crediluz;24
VN;Santa Elis;Vara 6;Banco Aurora;26
SD;Porto Nobre;Vara 2;Banco Aurora;8
VN;Pedra Fria;Vara 6;Crediluz;29
TB;Porto Nobre;Vara 1;Crediluz;21
CV;Pedra Fria;Vara 3;Banco Solaris;8
VN;Cruzeiro Novo;Vara 2;Banco Aurora;14
PN;Porto Nobre;Vara 4;Banco Meridiano;20
CV;Monte Claro do Vale;Vara 1;Banco Solaris;18
TB;Porto Nobre;Vara 2;Banco Aurora;17
SA;Porto Nobre;Vara 3;Norvel Crédito;42
VN;Vila Aurora;Vara 5;Crediluz;20
LS;Porto Nobre;Vara 6;Banco Vantis;7
VN;Porto Nobre;Vara 2;Banco Aurora;16
SA;Porto Nobre;Vara 4;Banco Meridiano;8
SA;Barra Limpa;Vara 1;Banco Vantis;10
LS;Porto Nobre;Vara 1;Banco Aurora;6
VN;Lagoa Azul;Vara 6;Banco Vantis;31
SA;Vila Aurora;Vara 1;Banco Vantis;13
SA;Porto Nobre;Vara 2;Norvel Crédito;17
VN;Porto Nobre;Vara 4;Banco Aurora;9
CV;Santa Elis;Vara 6;Banco Meridiano;9
VN;Porto Nobre;Vara 2;Banco Meridiano;10
SA;Porto Nobre;Vara 1;Crediluz;16
LS;Barra Limpa;Vara 5;Crediluz;17
TB;Santa Elis;Vara 5;Norvel Crédito;48
MR;Porto Nobre;Vara 2;Banco Vantis;22
BC;Porto Nobre;Vara 3;Banco Aurora;8
CV;Monte Claro do Vale;Vara 2;Banco Aurora;16
IL;Monte Claro do Vale;Vara 6;Banco Meridiano;13
CV;Santa Elis;Vara 1;Banco Aurora;86
MR;Serra Nova;Vara 3;Banco Aurora;67
CV;Porto Nobre;Vara 6;Banco Vantis;12
BC;Porto Nobre;Vara 6;Banco Vantis;9
LS;Lagoa Azul;Vara 4;Banco Aurora;11
VN;Alto Rubro;Vara 3;Banco Aurora;13
MR;Porto Nobre;Vara 2;Banco Solaris;33
SA;Monte Claro do Vale;Vara 4;Banco Meridiano;13
CV;Monte Claro do Vale;Vara 6;Banco Vantis;8
SA;Vila Aurora;Vara 6;Banco Solaris;39
LS;Porto Nobre;Vara 1;Banco Vantis;5
PN;Santa Elis;Vara 5;Crediluz;35
VN;Vila Aurora;Vara 6;Banco Solaris;7
PN;Porto Nobre;Vara 3;Crediluz;16
SA;Porto Nobre;Vara 6;Banco Aurora;15
TB;Monte Claro do Vale;Vara 3;Banco Aurora;15
CV;Porto Nobre;Vara 3;Banco Aurora;20
VN;Porto Nobre;Vara 6;Banco Aurora;31
TB;Porto Nobre;Vara 3;Banco Vantis;12
VN;Alto Rubro;Vara 6;Norvel Crédito;15
MR;Barra Limpa;Vara 4;Banco Solaris;42
LS;Pedra Fria;Vara 1;Banco Solaris;10
SA;Porto Nobre;Vara 2;Banco Meridiano;9
VN;Porto Nobre;Vara 2;Banco Meridiano;11
BC;Porto Nobre;Vara 1;Banco Meridiano;8
SA;Porto Nobre;Vara 2;Banco Vantis;13
CV;Porto Nobre;Vara 4;Banco Aurora;44
SD;Porto Nobre;Vara 5;Crediluz;19
IL;Porto Nobre;Vara 1;Banco Vantis;16
CV;Porto Nobre;Vara 3;Banco Aurora;19
CV;Porto Nobre;Vara 5;Banco Meridiano;12
CV;Porto Nobre;Vara 2;Banco Vantis;9
BC;Barra Limpa;Vara 2;Norvel Crédito;15
PN;Porto Nobre;Vara 5;Banco Aurora;9
SA;Porto Nobre;Vara 1;Banco Vantis;9
IL;Monte Claro do Vale;Vara 2;Crediluz;105
SA;Porto Nobre;Vara 5;Banco Aurora;13
SA;Porto Nobre;Vara 1;Banco Vantis;5
SA;Porto Nobre;Vara 1;Banco Aurora;14
SA;Porto Nobre;Vara 4;Banco Aurora;15
SA;Porto Nobre;Vara 5;Banco Meridiano;13
VN;Porto Nobre;Vara 1;Banco Aurora;7
CV;Serra Nova;Vara 4;Banco Vantis;13
VN;Barra Limpa;Vara 5;Banco Meridiano;14
CV;Porto Nobre;Vara 5;Banco Vantis;14
TB;Porto Nobre;Vara 5;Banco Aurora;8
VN;Cruzeiro Novo;Vara 5;Banco Vantis;12
TB;Porto Nobre;Vara 2;Banco Meridiano;47
MR;Santa Elis;Vara 4;Banco Aurora;40
SA;Porto Nobre;Vara 5;Banco Aurora;17
VN;Porto Nobre;Vara 2;Crediluz;28
MR;Alto Rubro;Vara 5;Banco Aurora;290
SA;Porto Nobre;Vara 2;Banco Aurora;8
MR;Porto Nobre;Vara 2;Banco Meridiano;74
PN;Porto Nobre;Vara 1;Banco Aurora;14
PN;Monte Claro do Vale;Vara 4;Crediluz;96
CV;Porto Nobre;Vara 1;Banco Aurora;10
MR;Porto Nobre;Vara 1;Banco Meridiano;55
VN;Porto Nobre;Vara 3;Banco Aurora;10
SA;Porto Nobre;Vara 1;Banco Meridiano;16
PN;Serra Nova;Vara 6;Banco Vantis;15
SA;Alto Rubro;Vara 6;Norvel Crédito;168
SA;Porto Nobre;Vara 4;Banco Vantis;7
VN;Porto Nobre;Vara 4;Banco Meridiano;12
CV;Porto Nobre;Vara 2;Banco Meridiano;22
VN;Porto Nobre;Vara 4;Banco Meridiano;27
LS;Lagoa Azul;Vara 6;Banco Aurora;8
SA;Porto Nobre;Vara 5;Banco Solaris;8
VN;Alto Rubro;Vara 1;Banco Aurora;8
SA;Cruzeiro Novo;Vara 6;Banco Meridiano;16
CV;Porto Nobre;Vara 5;Banco Meridiano;198
PN;Porto Nobre;Vara 5;Banco Aurora;9
PN;Serra Nova;Vara 4;Banco Meridiano;20
MR;Porto Nobre;Vara 3;Banco Vantis;44
LS;Serra Nova;Vara 6;Banco Meridiano;13
TB;Porto Nobre;Vara 3;Banco Aurora;32
LS;Porto Nobre;Vara 6;Banco Aurora;11
SA;Serra Nova;Vara 5;Banco Aurora;39
VN;Serra Nova;Vara 6;Banco Aurora;40
SA;Porto Nobre;Vara 4;Banco Cordilheira;10
IL;Porto Nobre;Vara 4;Banco Aurora;11
SA;Porto Nobre;Vara 3;Banco Aurora;8
VN;Porto Nobre;Vara 6;Banco Meridiano;8
LS;Pedra Fria;Vara 4;Banco Aurora;6
CV;Lagoa Azul;Vara 2;Banco Vantis;9
MR;Alto Rubro;Vara 2;Banco Vantis;27
SA;Porto Nobre;Vara 1;Banco Meridiano;12
PN;Porto Nobre;Vara 6;Banco Vantis;10
IL;Alto Rubro;Vara 5;Banco Meridiano;23
IL;Vila Aurora;Vara 5;Banco Aurora;17
TB;Monte Claro do Vale;Vara 6;Banco Solaris;7
VN;Porto Nobre;Vara 4;Banco Meridiano;16
LS;Porto Nobre;Vara 2;Banco Meridiano;9
MR;Porto Nobre;Vara 3;Norvel Crédito;73
CV;Porto Nobre;Vara 1;Banco Aurora;11
CV;Porto Nobre;Vara 3;Banco Aurora;12
LS;Porto Nobre;Vara 4;Banco Meridiano;15
MR;Monte Claro do Vale;Vara 4;Banco Solaris;29
VN;Barra Limpa;Vara 5;Banco Vantis;22
SD;Serra Nova;Vara 5;Crediluz;65
TB;Cruzeiro Novo;Vara 1;Banco Aurora;79
SA;Porto Nobre;Vara 3;Crediluz;31
LS;Porto Nobre;Vara 2;Banco Vantis;5
IL;Serra Nova;Vara 1;Banco Vantis;11
BC;Cruzeiro Novo;Vara 3;Banco Vantis;8
SA;Porto Nobre;Vara 4;Banco Meridiano;12
CV;Santa Elis;Vara 4;Banco Solaris;13
MR;Santa Elis;Vara 1;Banco Solaris;64
PN;Vila Aurora;Vara 4;Norvel Crédito;11
SA;Porto Nobre;Vara 4;Banco Meridiano;17
CV;Monte Claro do Vale;Vara 5;Norvel Crédito;56
SA;Porto Nobre;Vara 1;Crediluz;24
TB;Porto Nobre;Vara 6;Banco Solaris;11
SA;Porto Nobre;Vara 4;Banco Aurora;12
VN;Vila Aurora;Vara 4;Banco Aurora;16
LS;Porto Nobre;Vara 6;Banco Solaris;8
SD;Cruzeiro Novo;Vara 5;Crediluz;18
CV;Porto Nobre;Vara 3;Banco Aurora;9
CV;Pedra Fria;Vara 2;Crediluz;26
VN;Monte Claro do Vale;Vara 6;Banco Aurora;8
LS;Santa Elis;Vara 5;Banco Vantis;10
LS;Cruzeiro Novo;Vara 5;Banco Meridiano;6
SA;Porto Nobre;Vara 2;Banco Aurora;14
TB;Porto Nobre;Vara 5;Banco Vantis;7
SA;Porto Nobre;Vara 3;Crediluz;36
BC;Porto Nobre;Vara 5;Banco Vantis;4
SA;Porto Nobre;Vara 3;Banco Aurora;14
MR;Porto Nobre;Vara 2;Banco Aurora;48
CV;Porto Nobre;Vara 4;Banco Aurora;15
MR;Porto Nobre;Vara 1;Norvel Crédito;48
LS;Serra Nova;Vara 3;Banco Vantis;10
VN;Barra Limpa;Vara 5;Banco Meridiano;10
VN;Lagoa Azul;Vara 1;Banco Aurora;29
PN;Porto Nobre;Vara 2;Banco Cordilheira;13
SA;Porto Nobre;Vara 6;Banco Aurora;11
VN;Lagoa Azul;Vara 1;Banco Solaris;178
IL;Porto Nobre;Vara 3;Crediluz;21
CV;Porto Nobre;Vara 5;Banco Aurora;138
IL;Porto Nobre;Vara 6;Banco Solaris;13
SA;Porto Nobre;Vara 1;Banco Meridiano;16
VN;Pedra Fria;Vara 5;Crediluz;16
SA;Porto Nobre;Vara 2;Banco Aurora;12
CV;Porto Nobre;Vara 5;Banco Aurora;11
BC;Alto Rubro;Vara 2;Banco Meridiano;12
CV;Pedra Fria;Vara 1;Banco Solaris;18
LS;Porto Nobre;Vara 1;Banco Vantis;8
SA;Lagoa Azul;Vara 1;Banco Vantis;7
SA;Monte Claro do Vale;Vara 5;Banco Solaris;9
SA;Pedra Fria;Vara 4;Banco Meridiano;12
PN;Serra Nova;Vara 5;Crediluz;340
SA;Porto Nobre;Vara 1;Banco Meridiano;26
SA;Santa Elis;Vara 1;Banco Aurora;12
TB;Porto Nobre;Vara 1;Banco Vantis;23
VN;Porto Nobre;Vara 2;Norvel Crédito;7
SA;Porto Nobre;Vara 5;Crediluz;15
VN;Barra Limpa;Vara 2;Banco Aurora;13
VN;Porto Nobre;Vara 4;Banco Solaris;28
VN;Porto Nobre;Vara 2;Banco Meridiano;236
IL;Barra Limpa;Vara 4;Banco Cordilheira;12
VN;Porto Nobre;Vara 6;Banco Aurora;9
VN;Barra Limpa;Vara 2;Banco Meridiano;10
MR;Barra Limpa;Vara 1;Banco Aurora;156
VN;Cruzeiro Novo;Vara 5;Banco Meridiano;28
VN;Santa Elis;Vara 4;Crediluz;35
VN;Porto Nobre;Vara 6;Banco Vantis;61
IL;Santa Elis;Vara 6;Banco Aurora;260
SA;Porto Nobre;Vara 3;Banco Vantis;8
LS;Porto Nobre;Vara 3;Crediluz;25
CV;Alto Rubro;Vara 4;Banco Aurora;21
PN;Santa Elis;Vara 6;Banco Aurora;19
PN;Porto Nobre;Vara 3;Banco Aurora;15
CV;Barra Limpa;Vara 1;Banco Meridiano;19
CV;Alto Rubro;Vara 5;Banco Solaris;17
MR;Porto Nobre;Vara 1;Banco Vantis;45
SA;Serra Nova;Vara 4;Banco Aurora;13
MR;Porto Nobre;Vara 1;Banco Cordilheira;160
SA;Porto Nobre;Vara 1;Crediluz;16
LS;Monte Claro do Vale;Vara 6;Banco Aurora;10
VN;Cruzeiro Novo;Vara 2;Banco Meridiano;11
LS;Porto Nobre;Vara 1;Banco Vantis;7
SA;Pedra Fria;Vara 1;Banco Aurora;10
PN;Porto Nobre;Vara 3;Banco Solaris;24
PN;Porto Nobre;Vara 5;Crediluz;22
LS;Porto Nobre;Vara 2;Crediluz;18
SA;Porto Nobre;Vara 4;Banco Vantis;11
SA;Lagoa Azul;Vara 3;Banco Aurora;24
CV;Barra Limpa;Vara 5;Banco Aurora;20
CV;Santa Elis;Vara 3;Banco Meridiano;20
CV;Cruzeiro Novo;Vara 5;Banco Meridiano;18
LS;Porto Nobre;Vara 2;Banco Meridiano;10
PN;Porto Nobre;Vara 6;Norvel Crédito;10
MR;Porto Nobre;Vara 4;Banco Aurora;36
CV;Monte Claro do Vale;Vara 3;Banco Meridiano;14
CV;Porto Nobre;Vara 6;Banco Vantis;8
CV;Porto Nobre;Vara 6;Banco Aurora;12
SA;Porto Nobre;Vara 1;Crediluz;25
IL;Porto Nobre;Vara 6;Banco Aurora;35
PN;Porto Nobre;Vara 1;Banco Vantis;12
SD;Porto Nobre;Vara 5;Banco Aurora;15
SA;Alto Rubro;Vara 2;Banco Aurora;43
LS;Porto Nobre;Vara 5;Banco Vantis;6
SA;Porto Nobre;Vara 1;Banco Solaris;15
VN;Porto Nobre;Vara 3;Banco Vantis;20
TB;Lagoa Azul;Vara 4;Banco Aurora;17
VN;Porto Nobre;Vara 3;Banco Meridiano;16
VN;Cruzeiro Novo;Vara 2;Banco Meridiano;30
SA;Porto Nobre;Vara 1;Banco Meridiano;8
VN;Porto Nobre;Vara 2;Banco Aurora;15
SA;Porto Nobre;Vara 2;Crediluz;30
TB;Porto Nobre;Vara 3;Banco Solaris;7
MR;Vila Aurora;Vara 5;Banco Aurora;51
VN;Santa Elis;Vara 1;Crediluz;17
TB;Porto Nobre;Vara 5;Banco Aurora;12
VN;Porto Nobre;Vara 4;Banco Meridiano;12
BC;Porto Nobre;Vara 3;Banco Aurora;10
SA;Barra Limpa;Vara 6;Banco Aurora;13
MR;Vila Aurora;Vara 2;Banco Vantis;53
SA;Porto Nobre;Vara 2;Banco Aurora;15
MR;Porto Nobre;Vara 6;Banco Aurora;35
SA;Porto Nobre;Vara 2;Banco Solaris;10
VN;Vila Aurora;Vara 4;Banco Vantis;29
TB;Porto Nobre;Vara 5;Crediluz;65
SA;Porto Nobre;Vara 2;Banco Vantis;7
SA;Porto Nobre;Vara 6;Crediluz;21
BC;Barra Limpa;Vara 5;Banco Aurora;33
MR;Porto Nobre;Vara 4;Banco Aurora;55
SA;Porto Nobre;Vara 2;Banco Aurora;13
MR;Porto Nobre;Vara 5;Banco Aurora;51
SA;Porto Nobre;Vara 3;Banco Vantis;5
SA;Porto Nobre;Vara 3;Banco Vantis;10
IL;Monte Claro do Vale;Vara 2;Crediluz;69
LS;Porto Nobre;Vara 4;Banco Aurora;8
LS;Porto Nobre;Vara 5;Banco Aurora;7
VN;Porto Nobre;Vara 1;Crediluz;33
CV;Porto Nobre;Vara 4;Banco Aurora;52
VN;Santa Elis;Vara 1;Banco Meridiano;9
SA;Vila Aurora;Vara 6;Norvel Crédito;17
MR;Porto Nobre;Vara 1;Banco Aurora;114
CV;Porto Nobre;Vara 5;Banco Aurora;15
VN;Porto Nobre;Vara 4;Banco Vantis;14
VN;Monte Claro do Vale;Vara 1;Banco Aurora;10
CV;Porto Nobre;Vara 6;Banco Aurora;307
SA;Porto Nobre;Vara 1;Banco Aurora;41
SD;Monte Claro do Vale;Vara 4;Banco Aurora;8
SA;Porto Nobre;Vara 1;Banco Meridiano;9
VN;Porto Nobre;Vara 4;Banco Aurora;16
LS;Porto Nobre;Vara 5;Banco Meridiano;13
SA;Porto Nobre;Vara 4;Banco Aurora;8
PN;Porto Nobre;Vara 2;Crediluz;24
MR;Porto Nobre;Vara 6;Banco Aurora;34
IL;Lagoa Azul;Vara 6;Banco Solaris;9
SA;Porto Nobre;Vara 1;Banco Aurora;12
SA;Porto Nobre;Vara 5;Banco Vantis;12
TB;Vila Aurora;Vara 6;Crediluz;85
SA;Porto Nobre;Vara 6;Banco Aurora;31
VN;Porto Nobre;Vara 3;Banco Vantis;16
VN;Lagoa Azul;Vara 4;Banco Aurora;11
LS;Porto Nobre;Vara 5;Banco Meridiano;26
CV;Porto Nobre;Vara 4;Banco Aurora;8
VN;Porto Nobre;Vara 6;Banco Aurora;8
SA;Porto Nobre;Vara 1;Banco Meridiano;8
TB;Porto Nobre;Vara 5;Crediluz;36
PN;Porto Nobre;Vara 6;Banco Solaris;9
VN;Serra Nova;Vara 5;Crediluz;57
SA;Pedra Fria;Vara 6;Norvel Crédito;52
SA;Porto Nobre;Vara 2;Banco Meridiano;13
SA;Porto Nobre;Vara 5;Banco Vantis;13
SA;Vila Aurora;Vara 4;Banco Solaris;14
CV;Porto Nobre;Vara 5;Banco Aurora;9
SA;Lagoa Azul;Vara 3;Banco Vantis;11
BC;Porto Nobre;Vara 6;Banco Aurora;7
SA;Monte Claro do Vale;Vara 4;Banco Aurora;8
SA;Porto Nobre;Vara 2;Banco Aurora;11
SD;Monte Claro do Vale;Vara 1;Banco Meridiano;13
SA;Serra Nova;Vara 1;Banco Aurora;12
CV;Porto Nobre;Vara 3;Banco Meridiano;37
LS;Porto Nobre;Vara 1;Banco Meridiano;6
SA;Cruzeiro Novo;Vara 6;Banco Solaris;14
VN;Santa Elis;Vara 3;Banco Aurora;14
SA;Porto Nobre;Vara 6;Crediluz;35
SA;Porto Nobre;Vara 6;Crediluz;18
MR;Serra Nova;Vara 2;Banco Solaris;44
VN;Lagoa Azul;Vara 1;Banco Aurora;9
PN;Porto Nobre;Vara 6;Banco Vantis;6
PN;Porto Nobre;Vara 6;Banco Vantis;8
CV;Porto Nobre;Vara 4;Crediluz;24
PN;Porto Nobre;Vara 1;Banco Meridiano;11
VN;Cruzeiro Novo;Vara 5;Banco Aurora;23
TB;Barra Limpa;Vara 5;Banco Vantis;7
IL;Porto Nobre;Vara 5;Norvel Crédito;12
MR;Porto Nobre;Vara 4;Banco Aurora;34
LS;Porto Nobre;Vara 1;Banco Vantis;7
SA;Lagoa Azul;Vara 1;Crediluz;23
PN;Porto Nobre;Vara 1;Banco Solaris;17
CV;Porto Nobre;Vara 1;Banco Aurora;39
VN;Barra Limpa;Vara 4;Banco Vantis;28
VN;Porto Nobre;Vara 2;Banco Solaris;14
SA;Porto Nobre;Vara 4;Banco Vantis;7
LS;Porto Nobre;Vara 4;Banco Aurora;15
SA;Barra Limpa;Vara 3;Banco Vantis;6
VN;Monte Claro do Vale;Vara 5;Banco Meridiano;13
CV;Porto Nobre;Vara 1;Banco Aurora;17
LS;Santa Elis;Vara 6;Banco Vantis;9
VN;Barra Limpa;Vara 5;Banco Meridiano;7
PN;Cruzeiro Novo;Vara 4;Banco Aurora;17
PN;Barra Limpa;Vara 5;Crediluz;89
SA;Porto Nobre;Vara 4;Crediluz;19
TB;Porto Nobre;Vara 2;Banco Aurora;7
PN;Porto Nobre;Vara 2;Banco Aurora;7
VN;Porto Nobre;Vara 4;Banco Meridiano;10
CV;Serra Nova;Vara 3;Banco Meridiano;16
IL;Porto Nobre;Vara 3;Banco Meridiano;322
VN;Lagoa Azul;Vara 1;Banco Meridiano;10
SA;Porto Nobre;Vara 6;Banco Aurora;11
SD;Porto Nobre;Vara 1;Banco Aurora;30
VN;Santa Elis;Vara 6;Banco Aurora;12
SA;Santa Elis;Vara 2;Banco Aurora;9
SA;Lagoa Azul;Vara 6;Banco Meridiano;17
VN;Porto Nobre;Vara 2;Banco Vantis;29
SD;Porto Nobre;Vara 6;Banco Vantis;9
SD;Porto Nobre;Vara 3;Banco Vantis;5
BC;Porto Nobre;Vara 1;Banco Solaris;6
CV;Santa Elis;Vara 3;Banco Solaris;17
CV;Barra Limpa;Vara 3;Banco Meridiano;39
SA;Porto Nobre;Vara 3;Banco Aurora;15
CV;Monte Claro do Vale;Vara 2;Banco Meridiano;13
SA;Santa Elis;Vara 3;Banco Meridiano;8
SA;Porto Nobre;Vara 6;Banco Aurora;17
BC;Santa Elis;Vara 6;Crediluz;15
SA;Porto Nobre;Vara 2;Crediluz;35
MR;Santa Elis;Vara 3;Banco Meridiano;54
SA;Porto Nobre;Vara 4;Banco Solaris;43
SA;Porto Nobre;Vara 1;Banco Aurora;9
LS;Serra Nova;Vara 1;Banco Meridiano;14
SA;Alto Rubro;Vara 5;Crediluz;1740
SA;Vila Aurora;Vara 6;Banco Vantis;11
VN;Porto Nobre;Vara 3;Banco Aurora;7
CV;Vila Aurora;Vara 6;Banco Vantis;13
PN;Cruzeiro Novo;Vara 6;Banco Aurora;14
LS;Porto Nobre;Vara 4;Credi Sarã;7
SA;Lagoa Azul;Vara 4;Banco Aurora;7
LS;Cruzeiro Novo;Vara 5;Banco Aurora;25
SA;Monte Claro do Vale;Vara 1;Banco Meridiano;18
SA;Barra Limpa;Vara 1;Crediluz;32
SA;Serra Nova;Vara 4;Banco Meridiano;14
SA;Cruzeiro Novo;Vara 4;Crediluz;36
IL;Vila Aurora;Vara 3;Banco Vantis;16
SD;Vila Aurora;Vara 5;Banco Meridiano;16
PN;Porto Nobre;Vara 1;Banco Aurora;17
MR;Porto Nobre;Vara 5;Crediluz;57
VN;Porto Nobre;Vara 6;Banco Aurora;11
LS;Santa Elis;Vara 3;Banco Aurora;10
SA;Serra Nova;Vara 5;Banco Meridiano;7
VN;Porto Nobre;Vara 4;Banco Meridiano;15
LS;Santa Elis;Vara 2;Banco Aurora;10
SA;Serra Nova;Vara 1;Banco Meridiano;8
SA;Monte Claro do Vale;Vara 1;Banco Meridiano;13
CV;Vila Aurora;Vara 2;Banco Vantis;8
TB;Porto Nobre;Vara 5;Banco Solaris;8
CV;Porto Nobre;Vara 1;Banco Meridiano;17
SA;Porto Nobre;Vara 3;Banco Vantis;13
SA;Porto Nobre;Vara 5;Banco Solaris;16
CV;Porto Nobre;Vara 4;Banco Meridiano;18
SA;Porto Nobre;Vara 4;Banco Aurora;8
LS;Porto Nobre;Vara 4;Banco Meridiano;8
PN;Porto Nobre;Vara 1;Crediluz;32
BC;Porto Nobre;Vara 1;Banco Aurora;21
SA;Porto Nobre;Vara 3;Banco Aurora;14
CV;Cruzeiro Novo;Vara 4;Banco Aurora;16
CV;Monte Claro do Vale;Vara 6;Banco Meridiano;32
CV;Porto Nobre;Vara 6;Crediluz;26
PN;Vila Aurora;Vara 4;Crediluz;30
CV;Porto Nobre;Vara 5;Banco Solaris;11
VN;Barra Limpa;Vara 5;Banco Meridiano;41
CV;Porto Nobre;Vara 3;Crediluz;31
SA;Porto Nobre;Vara 5;Norvel Crédito;42
LS;Monte Claro do Vale;Vara 5;Banco Solaris;36
TB;Porto Nobre;Vara 2;Crediluz;33
CV;Porto Nobre;Vara 6;Banco Aurora;9
PN;Porto Nobre;Vara 3;Banco Aurora;44
PN;Vila Aurora;Vara 4;Banco Cordilheira;40
VN;Porto Nobre;Vara 1;Banco Meridiano;9
TB;Pedra Fria;Vara 1;Banco Aurora;10
PN;Porto Nobre;Vara 6;Banco Aurora;37
CV;Serra Nova;Vara 2;Banco Aurora;17
LS;Porto Nobre;Vara 4;Banco Aurora;22
VN;Porto Nobre;Vara 3;Banco Aurora;7
CV;Pedra Fria;Vara 3;Banco Aurora;15
TB;Pedra Fria;Vara 1;Banco Meridiano;8
VN;Cruzeiro Novo;Vara 5;Banco Vantis;26
CV;Porto Nobre;Vara 2;Banco Vantis;37
SA;Porto Nobre;Vara 5;Norvel Crédito;16
VN;Porto Nobre;Vara 4;Banco Aurora;14
VN;Porto Nobre;Vara 4;Banco Meridiano;7
SA;Porto Nobre;Vara 3;Banco Meridiano;43
SA;Pedra Fria;Vara 2;Banco Solaris;12
PN;Cruzeiro Novo;Vara 4;Banco Aurora;19
SA;Porto Nobre;Vara 3;Norvel Crédito;14
LS;Porto Nobre;Vara 1;Banco Aurora;12
VN;Porto Nobre;Vara 3;Banco Vantis;32
VN;Monte Claro do Vale;Vara 5;Banco Meridiano;36
IL;Porto Nobre;Vara 2;Banco Meridiano;15
PN;Vila Aurora;Vara 4;Banco Aurora;15
SA;Alto Rubro;Vara 3;Banco Aurora;40
SA;Porto Nobre;Vara 1;Banco Meridiano;10
SA;Santa Elis;Vara 5;Banco Aurora;18
IL;Pedra Fria;Vara 2;Banco Aurora;13
TB;Porto Nobre;Vara 2;Banco Meridiano;11
SA;Porto Nobre;Vara 2;Banco Aurora;17
IL;Cruzeiro Novo;Vara 6;Banco Aurora;19
MR;Barra Limpa;Vara 3;Banco Aurora;33
VN;Porto Nobre;Vara 6;Banco Aurora;10
TB;Porto Nobre;Vara 4;Banco Aurora;14
MR;Porto Nobre;Vara 2;Banco Aurora;189
CV;Lagoa Azul;Vara 6;Banco Vantis;8
SD;Porto Nobre;Vara 4;Banco Vantis;12
MR;Porto Nobre;Vara 3;Banco Solaris;54
SA;Porto Nobre;Vara 1;Norvel Crédito;9
SA;Porto Nobre;Vara 2;Banco Vantis;13
LS;Porto Nobre;Vara 4;Banco Aurora;6
VN;Pedra Fria;Vara 2;Banco Vantis;30
CV;Lagoa Azul;Vara 5;Banco Meridiano;35
MR;Monte Claro do Vale;Vara 5;Banco Cordilheira;43
BC;Porto Nobre;Vara 5;Crediluz;21
SD;Porto Nobre;Vara 2;Banco Solaris;10
SA;Cruzeiro Novo;Vara 3;Banco Vantis;29
LS;Porto Nobre;Vara 2;Banco Solaris;7
SD;Porto Nobre;Vara 6;Banco Aurora;10
SA;Porto Nobre;Vara 4;Banco Aurora;15
SD;Porto Nobre;Vara 5;Banco Aurora;127
BC;Cruzeiro Novo;Vara 1;Banco Aurora;7
IL;Vila Aurora;Vara 2;Banco Solaris;18
IL;Porto Nobre;Vara 5;Banco Aurora;15
VN;Porto Nobre;Vara 4;Banco Solaris;11
MR;Porto Nobre;Vara 5;Crediluz;99
LS;Porto Nobre;Vara 5;Banco Aurora;8
SA;Serra Nova;Vara 1;Banco Aurora;18
